user_id,product_id,rating,purchased,timestamp
U0189,P0234,4.0,1,2024-03-19
U0236,P0171,4.0,0,2024-07-10
U0253,P0049,4.0,0,2024-04-02
U0340,P0078,3.5,1,2024-09-28
U0306,P0262,3.5,1,2024-05-11
U0085,P0184,3.5,0,2024-11-20
U0069,P0016,4.0,0,2024-07-03
U0322,P0253,2.0,0,2024-11-15
U0214,P0157,3.0,0,2024-04-06
U0001,P0015,4.0,1,2024-10-09
U0171,P0161,3.5,1,2024-03-10
U0318,P0124,4.5,0,2024-02-25
U0113,P0117,5.0,0,2024-07-07
U0426,P0146,2.5,0,2024-06-30
U0499,P0281,4.0,0,2024-04-15
U0263,P0193,3.0,0,2024-03-08
U0494,P0246,4.0,0,2024-11-27
U0128,P0065,3.0,0,2024-11-14
U0185,P0297,4.0,1,2024-01-22
U0459,P0042,2.5,0,2024-09-29
U0294,P0284,3.5,0,2024-10-04
U0451,P0119,4.0,0,2024-01-16
U0492,P0141,3.0,0,2024-06-16
U0026,P0195,4.0,1,2024-07-05
U0023,P0181,4.0,1,2024-11-30
U0162,P0011,3.5,0,2024-01-02
U0010,P0066,5.0,0,2024-11-21
U0150,P0129,3.0,0,2024-07-16
U0211,P0243,3.0,0,2024-04-06
U0279,P0044,4.5,1,2024-03-09
U0317,P0162,4.5,0,2024-10-20
U0119,P0079,5.0,1,2024-02-03
U0097,P0151,2.5,0,2024-03-11
U0003,P0287,1.5,0,2024-08-11
U0006,P0215,3.0,0,2024-03-30
U0226,P0080,3.0,0,2024-03-14
U0115,P0213,3.5,0,2024-07-22
U0056,P0083,5.0,1,2024-07-05
U0498,P0084,3.5,0,2024-01-13
U0271,P0180,3.5,0,2024-04-26
U0166,P0125,4.0,1,2024-04-29
U0097,P0207,3.5,1,2024-05-16
U0324,P0117,4.0,0,2024-04-03
U0168,P0149,1.0,0,2024-03-14
U0365,P0042,2.5,0,2024-07-30
U0101,P0037,5.0,1,2024-12-03
U0404,P0147,3.5,0,2024-09-21
U0205,P0034,4.5,1,2024-01-26
U0217,P0269,3.5,0,2024-12-03
U0480,P0169,4.0,1,2024-03-16
U0177,P0019,4.5,1,2024-02-24
U0154,P0153,4.5,1,2024-12-21
U0400,P0143,5.0,1,2024-02-18
U0025,P0065,5.0,0,2024-05-13
U0400,P0207,2.5,0,2024-08-20
U0334,P0281,3.5,1,2024-07-30
U0063,P0020,5.0,0,2024-01-02
U0398,P0049,4.0,0,2024-08-03
U0382,P0096,5.0,0,2024-10-30
U0484,P0255,5.0,0,2024-03-24
U0276,P0183,3.0,0,2024-09-24
U0296,P0100,2.5,0,2024-02-13
U0238,P0190,3.5,1,2024-01-18
U0012,P0246,1.5,0,2024-03-11
U0480,P0262,5.0,1,2024-02-22
U0107,P0027,3.5,1,2024-03-09
U0023,P0009,4.5,0,2024-04-02
U0454,P0063,4.5,0,2024-04-15
U0472,P0119,3.5,0,2024-01-14
U0266,P0119,3.5,1,2024-09-13
U0268,P0276,4.5,1,2024-04-15
U0085,P0045,3.0,0,2024-01-12
U0081,P0262,3.0,0,2024-05-04
U0307,P0080,5.0,1,2024-11-04
U0228,P0232,3.0,0,2024-04-21
U0008,P0253,2.0,0,2024-12-07
U0149,P0140,5.0,0,2024-08-03
U0343,P0003,4.5,0,2024-03-26
U0044,P0145,3.5,0,2024-10-20
U0408,P0073,3.0,0,2024-02-26
U0382,P0112,3.5,1,2024-08-07
U0313,P0219,3.5,0,2024-06-28
U0426,P0187,3.5,0,2024-10-05
U0226,P0270,5.0,1,2024-08-16
U0226,P0166,4.0,0,2024-09-02
U0402,P0174,5.0,1,2024-12-08
U0436,P0194,3.0,0,2024-07-04
U0218,P0013,2.0,0,2024-07-28
U0229,P0178,5.0,0,2024-11-05
U0208,P0085,3.0,0,2024-01-18
U0057,P0129,4.0,0,2024-01-13
U0339,P0255,3.0,0,2024-09-11
U0076,P0108,3.0,0,2024-06-04
U0082,P0241,5.0,1,2024-05-30
U0424,P0032,3.5,1,2024-01-05
U0459,P0169,2.5,0,2024-12-27
U0248,P0040,3.5,1,2024-12-20
U0255,P0202,4.0,1,2024-01-26
U0445,P0218,5.0,0,2024-08-24
U0237,P0138,4.5,1,2024-10-26
U0396,P0024,4.5,0,2024-08-31
U0182,P0297,3.0,0,2024-02-11
U0422,P0186,5.0,1,2024-04-14
U0200,P0074,2.0,0,2024-06-30
U0307,P0016,2.5,0,2024-12-16
U0402,P0256,4.0,0,2024-01-09
U0061,P0063,3.0,0,2024-04-30
U0226,P0260,3.0,0,2024-07-25
U0028,P0237,4.0,1,2024-12-19
U0234,P0191,3.0,0,2024-12-12
U0344,P0149,2.5,0,2024-09-02
U0423,P0219,4.5,1,2024-02-18
U0472,P0148,2.5,0,2024-08-26
U0415,P0048,3.0,0,2024-08-03
U0177,P0080,1.0,0,2024-07-03
U0367,P0027,1.5,0,2024-07-13
U0214,P0293,1.5,0,2024-08-29
U0124,P0122,5.0,1,2024-12-08
U0246,P0102,4.0,0,2024-01-16
U0165,P0051,5.0,1,2024-07-24
U0062,P0110,4.0,0,2024-12-30
U0300,P0134,4.0,0,2024-02-24
U0266,P0227,3.5,1,2024-01-10
U0358,P0282,3.0,0,2024-08-18
U0078,P0253,4.0,1,2024-05-24
U0069,P0169,4.5,0,2024-05-26
U0484,P0051,4.0,0,2024-04-06
U0446,P0291,5.0,0,2024-08-06
U0021,P0080,3.0,0,2024-11-07
U0238,P0059,5.0,1,2024-10-03
U0018,P0161,4.0,1,2024-12-18
U0193,P0231,3.5,1,2024-05-06
U0237,P0181,4.0,1,2024-06-20
U0109,P0184,3.5,0,2024-12-02
U0322,P0118,1.0,0,2024-07-09
U0042,P0276,4.5,0,2024-11-20
U0423,P0246,3.0,0,2024-09-07
U0455,P0176,3.5,1,2024-02-26
U0211,P0111,3.5,0,2024-07-21
U0099,P0009,3.0,0,2024-09-27
U0412,P0119,2.5,0,2024-08-01
U0283,P0246,3.0,0,2024-04-18
U0129,P0161,4.5,0,2024-12-07
U0146,P0027,3.5,0,2024-03-22
U0428,P0148,5.0,0,2024-11-22
U0420,P0114,4.5,0,2024-07-18
U0255,P0084,2.5,0,2024-08-07
U0158,P0204,2.5,0,2024-06-07
U0279,P0229,3.5,1,2024-03-28
U0217,P0169,2.0,0,2024-06-26
U0298,P0039,4.0,0,2024-03-14
U0463,P0069,4.5,0,2024-09-08
U0487,P0200,3.0,0,2024-02-14
U0314,P0103,4.0,1,2024-08-01
U0342,P0067,4.0,1,2024-04-02
U0176,P0032,3.0,0,2024-08-18
U0088,P0069,4.0,0,2024-08-06
U0205,P0048,2.5,0,2024-12-22
U0168,P0291,2.0,0,2024-02-25
U0108,P0212,4.0,1,2024-09-29
U0420,P0231,4.0,0,2024-09-05
U0077,P0277,4.0,1,2024-04-16
U0439,P0216,4.0,0,2024-04-12
U0039,P0287,4.5,1,2024-02-09
U0374,P0143,4.0,1,2024-01-05
U0218,P0231,4.0,0,2024-03-07
U0200,P0207,3.0,0,2024-03-06
U0070,P0083,3.5,1,2024-07-17
U0039,P0091,3.0,0,2024-08-25
U0070,P0263,3.0,0,2024-12-14
U0072,P0136,5.0,1,2024-04-23
U0239,P0047,3.5,1,2024-11-15
U0138,P0145,4.0,0,2024-03-27
U0225,P0229,2.0,0,2024-11-10
U0325,P0225,5.0,0,2024-10-06
U0189,P0287,3.5,1,2024-08-13
U0053,P0154,2.0,0,2024-02-17
U0351,P0180,4.0,1,2024-01-03
U0064,P0034,4.0,1,2024-07-21
U0411,P0117,5.0,1,2024-06-07
U0412,P0281,5.0,0,2024-03-24
U0451,P0004,4.5,0,2024-03-09
U0265,P0217,5.0,0,2024-01-10
U0114,P0271,3.5,1,2024-07-07
U0469,P0075,2.0,0,2024-03-12
U0261,P0090,4.0,0,2024-12-16
U0013,P0173,3.5,0,2024-11-17
U0438,P0090,2.5,0,2024-06-22
U0217,P0264,1.5,0,2024-04-06
U0117,P0065,4.5,1,2024-09-04
U0276,P0138,3.0,0,2024-01-31
U0498,P0018,4.0,0,2024-03-20
U0292,P0087,3.5,1,2024-08-19
U0093,P0151,4.0,0,2024-03-13
U0249,P0141,4.0,0,2024-01-29
U0435,P0172,5.0,0,2024-05-14
U0042,P0132,4.5,0,2024-11-17
U0025,P0129,3.0,0,2024-06-01
U0182,P0012,3.5,0,2024-11-21
U0053,P0082,3.5,1,2024-03-05
U0449,P0002,4.5,1,2024-08-24
U0478,P0004,3.0,0,2024-10-27
U0410,P0051,4.5,1,2024-02-04
U0024,P0261,4.5,1,2024-07-25
U0400,P0281,3.5,0,2024-11-30
U0218,P0141,4.0,1,2024-02-18
U0026,P0138,5.0,0,2024-05-11
U0276,P0112,4.0,0,2024-02-04
U0112,P0036,1.5,0,2024-08-04
U0080,P0021,4.0,0,2024-04-18
U0372,P0164,2.0,0,2024-03-08
U0292,P0222,5.0,0,2024-01-21
U0100,P0149,3.0,0,2024-02-08
U0285,P0095,4.5,1,2024-02-18
U0101,P0124,1.5,0,2024-08-25
U0398,P0099,3.5,0,2024-01-02
U0243,P0188,3.5,0,2024-05-19
U0029,P0044,5.0,0,2024-03-14
U0171,P0121,3.5,1,2024-04-09
U0146,P0136,5.0,1,2024-04-29
U0170,P0267,5.0,1,2024-08-29
U0441,P0230,4.5,1,2024-03-02
U0362,P0125,3.0,0,2024-12-27
U0210,P0020,2.0,0,2024-12-18
U0092,P0024,3.0,0,2024-10-26
U0098,P0069,2.5,0,2024-01-30
U0114,P0021,3.0,0,2024-07-03
U0253,P0129,2.5,0,2024-03-08
U0025,P0231,1.0,0,2024-10-26
U0163,P0130,4.0,0,2024-11-28
U0110,P0155,3.0,0,2024-11-25
U0256,P0162,3.5,1,2024-02-24
U0323,P0026,3.0,0,2024-11-08
U0126,P0198,3.0,0,2024-10-24
U0204,P0035,5.0,1,2024-12-19
U0474,P0212,3.5,1,2024-09-11
U0381,P0013,4.5,0,2024-11-24
U0115,P0281,1.5,0,2024-11-23
U0211,P0221,5.0,0,2024-01-27
U0190,P0266,4.0,0,2024-08-16
U0467,P0062,4.0,0,2024-01-26
U0352,P0027,3.5,0,2024-05-12
U0022,P0161,2.5,0,2024-04-16
U0279,P0101,4.5,1,2024-02-08
U0417,P0009,3.0,0,2024-08-28
U0422,P0033,4.0,0,2024-03-12
U0476,P0173,5.0,1,2024-03-10
U0462,P0026,4.5,0,2024-02-20
U0151,P0173,4.0,0,2024-07-31
U0233,P0298,3.5,1,2024-09-25
U0226,P0034,2.5,0,2024-10-17
U0230,P0257,4.5,1,2024-04-12
U0329,P0019,2.5,0,2024-11-18
U0139,P0197,4.5,0,2024-07-28
U0012,P0006,5.0,1,2024-07-26
U0432,P0044,5.0,1,2024-05-22
U0316,P0120,5.0,1,2024-07-10
U0160,P0004,4.0,0,2024-11-29
U0256,P0009,5.0,1,2024-12-11
U0402,P0166,4.0,0,2024-02-13
U0356,P0049,4.0,0,2024-06-16
U0244,P0239,3.5,0,2024-06-06
U0069,P0048,4.5,1,2024-12-12
U0497,P0096,5.0,1,2024-08-07
U0444,P0270,5.0,1,2024-04-14
U0027,P0101,1.0,0,2024-09-11
U0317,P0266,5.0,1,2024-04-30
U0416,P0099,4.5,1,2024-01-13
U0403,P0158,3.0,0,2024-11-08
U0371,P0296,4.0,1,2024-06-23
U0438,P0069,2.0,0,2024-04-13
U0246,P0216,4.5,1,2024-11-27
U0205,P0039,5.0,0,2024-09-12
U0480,P0172,3.0,0,2024-06-26
U0077,P0015,3.5,1,2024-11-14
U0325,P0253,4.5,1,2024-01-04
U0090,P0135,4.5,1,2024-01-29
U0151,P0079,4.0,0,2024-02-26
U0491,P0093,3.0,0,2024-10-02
U0158,P0077,3.5,1,2024-01-18
U0073,P0184,5.0,0,2024-01-19
U0219,P0120,2.0,0,2024-07-14
U0330,P0250,4.0,1,2024-08-05
U0445,P0112,4.5,1,2024-01-12
U0291,P0280,4.5,1,2024-09-29
U0288,P0174,5.0,1,2024-11-12
U0481,P0101,4.5,1,2024-01-26
U0121,P0153,3.5,1,2024-09-11
U0122,P0179,4.0,1,2024-01-24
U0109,P0146,3.0,0,2024-01-25
U0187,P0037,3.5,0,2024-06-30
U0362,P0092,5.0,1,2024-12-20
U0235,P0287,3.0,0,2024-03-27
U0403,P0182,5.0,0,2024-06-13
U0463,P0107,2.5,0,2024-11-01
U0166,P0131,3.0,0,2024-11-26
U0412,P0046,4.5,1,2024-02-19
U0398,P0277,4.5,0,2024-07-09
U0364,P0175,4.0,0,2024-10-07
U0021,P0015,5.0,1,2024-03-26
U0149,P0222,2.5,0,2024-04-10
U0149,P0162,4.0,0,2024-08-28
U0337,P0226,3.0,0,2024-11-17
U0258,P0135,3.5,1,2024-05-21
U0428,P0161,3.5,1,2024-12-03
U0344,P0073,5.0,1,2024-06-16
U0047,P0127,3.5,0,2024-11-08
U0363,P0072,3.5,1,2024-06-10
U0395,P0223,2.0,0,2024-08-07
U0280,P0024,4.0,1,2024-04-09
U0261,P0192,3.5,1,2024-10-19
U0226,P0134,3.0,0,2024-04-01
U0423,P0177,4.0,0,2024-07-15
U0323,P0075,2.0,0,2024-03-23
U0240,P0293,5.0,0,2024-07-28
U0041,P0257,4.5,1,2024-03-18
U0108,P0099,3.5,1,2024-07-09
U0324,P0151,3.0,0,2024-07-31
U0123,P0240,4.0,0,2024-04-16
U0251,P0251,5.0,0,2024-09-14
U0201,P0224,5.0,1,2024-12-18
U0111,P0127,3.5,0,2024-06-03
U0257,P0289,2.0,0,2024-09-29
U0382,P0138,4.0,0,2024-03-27
U0419,P0084,2.0,0,2024-07-08
U0439,P0278,5.0,0,2024-01-08
U0295,P0279,3.0,0,2024-08-06
U0348,P0288,2.0,0,2024-03-19
U0236,P0161,4.5,1,2024-01-09
U0289,P0205,3.0,0,2024-07-04
U0341,P0070,4.0,0,2024-11-08
U0239,P0026,5.0,0,2024-08-20
U0195,P0040,4.5,0,2024-08-05
U0206,P0056,4.5,0,2024-09-09
U0286,P0201,5.0,0,2024-07-14
U0308,P0061,5.0,1,2024-08-12
U0058,P0103,2.5,0,2024-02-24
U0231,P0240,3.0,0,2024-03-30
U0232,P0292,5.0,1,2024-05-22
U0223,P0097,4.5,0,2024-05-19
U0357,P0218,5.0,0,2024-03-25
U0109,P0240,3.5,1,2024-11-05
U0389,P0236,5.0,0,2024-04-18
U0167,P0270,3.5,1,2024-02-21
U0091,P0113,2.0,0,2024-12-27
U0381,P0293,4.0,0,2024-01-16
U0145,P0013,4.0,0,2024-03-30
U0415,P0240,2.0,0,2024-03-19
U0073,P0150,4.5,0,2024-08-11
U0182,P0189,4.5,0,2024-07-02
U0121,P0252,2.5,0,2024-03-10
U0404,P0050,5.0,1,2024-10-02
U0179,P0214,5.0,0,2024-11-26
U0374,P0106,4.5,1,2024-04-22
U0318,P0038,2.5,0,2024-04-27
U0473,P0212,1.5,0,2024-12-29
U0158,P0045,2.0,0,2024-04-17
U0219,P0262,4.5,0,2024-12-23
U0326,P0190,5.0,0,2024-12-22
U0145,P0165,5.0,0,2024-06-29
U0499,P0130,5.0,1,2024-07-18
U0240,P0171,5.0,0,2024-05-17
U0327,P0001,3.5,1,2024-10-03
U0293,P0025,3.0,0,2024-04-02
U0094,P0237,3.0,0,2024-10-06
U0011,P0199,4.5,0,2024-01-23
U0083,P0108,4.5,1,2024-12-18
U0396,P0225,2.5,0,2024-01-31
U0386,P0037,4.0,0,2024-07-14
U0331,P0108,4.5,0,2024-05-03
U0019,P0030,4.0,0,2024-10-23
U0203,P0061,3.0,0,2024-12-28
U0359,P0186,4.0,0,2024-11-08
U0165,P0085,3.0,0,2024-05-06
U0193,P0114,4.0,0,2024-05-18
U0481,P0286,4.0,0,2024-07-24
U0287,P0259,4.0,0,2024-11-04
U0145,P0062,5.0,1,2024-01-06
U0500,P0277,3.0,0,2024-03-29
U0154,P0252,3.0,0,2024-12-02
U0149,P0238,2.5,0,2024-09-28
U0120,P0275,4.0,0,2024-03-06
U0079,P0202,3.5,0,2024-02-15
U0113,P0209,3.0,0,2024-11-29
U0152,P0202,3.0,0,2024-04-03
U0483,P0052,4.0,0,2024-12-08
U0340,P0185,5.0,0,2024-07-20
U0330,P0206,4.0,1,2024-06-03
U0186,P0188,4.0,1,2024-01-22
U0361,P0229,5.0,1,2024-09-09
U0454,P0195,4.0,0,2024-02-05
U0442,P0267,4.0,1,2024-10-18
U0052,P0035,3.5,0,2024-11-09
U0184,P0108,3.5,1,2024-08-17
U0271,P0198,3.0,0,2024-11-18
U0056,P0029,5.0,1,2024-02-26
U0050,P0061,3.0,0,2024-03-22
U0372,P0010,3.5,1,2024-04-03
U0298,P0065,1.5,0,2024-10-16
U0376,P0004,5.0,1,2024-11-19
U0383,P0082,2.5,0,2024-05-08
U0286,P0157,3.5,1,2024-12-16
U0311,P0280,4.5,0,2024-01-26
U0194,P0297,4.5,1,2024-01-29
U0165,P0172,4.5,1,2024-10-11
U0427,P0029,3.5,0,2024-12-15
U0416,P0065,4.5,0,2024-02-25
U0253,P0130,4.0,0,2024-12-05
U0053,P0235,3.5,1,2024-04-14
U0150,P0300,4.0,1,2024-05-05
U0239,P0191,5.0,0,2024-02-06
U0487,P0165,3.0,0,2024-08-01
U0062,P0186,3.5,0,2024-08-26
U0020,P0236,4.0,1,2024-05-11
U0077,P0253,3.5,1,2024-07-12
U0176,P0232,4.5,0,2024-11-16
U0042,P0247,5.0,0,2024-11-20
U0105,P0227,3.0,0,2024-08-23
U0281,P0045,4.5,0,2024-07-09
U0009,P0125,5.0,1,2024-06-17
U0062,P0014,4.0,0,2024-09-01
U0335,P0109,3.0,0,2024-11-02
U0104,P0295,4.5,0,2024-12-03
U0010,P0067,5.0,0,2024-07-06
U0317,P0107,2.0,0,2024-04-14
U0034,P0033,4.0,1,2024-03-05
U0333,P0059,4.0,1,2024-01-28
U0223,P0109,4.0,1,2024-05-18
U0284,P0223,3.0,0,2024-11-12
U0123,P0081,3.5,1,2024-11-10
U0434,P0030,4.0,1,2024-01-20
U0048,P0102,4.0,0,2024-09-21
U0470,P0226,3.5,0,2024-03-14
U0350,P0242,2.5,0,2024-04-15
U0400,P0211,4.5,0,2024-01-15
U0053,P0076,5.0,1,2024-10-02
U0404,P0178,2.5,0,2024-11-25
U0354,P0214,5.0,1,2024-11-21
U0334,P0111,3.5,0,2024-05-24
U0275,P0241,3.0,0,2024-06-01
U0104,P0216,3.0,0,2024-06-02
U0056,P0019,2.5,0,2024-01-23
U0047,P0004,4.5,1,2024-03-13
U0156,P0271,4.0,1,2024-11-10
U0297,P0165,3.5,0,2024-06-04
U0421,P0132,4.5,0,2024-02-07
U0396,P0235,4.0,0,2024-11-26
U0253,P0136,4.0,0,2024-11-05
U0031,P0170,3.5,0,2024-07-28
U0414,P0138,4.5,0,2024-08-23
U0342,P0111,5.0,0,2024-01-09
U0190,P0165,1.5,0,2024-05-15
U0004,P0047,5.0,0,2024-02-17
U0240,P0136,5.0,1,2024-03-13
U0004,P0206,5.0,0,2024-04-11
U0106,P0133,3.5,0,2024-03-06
U0266,P0205,2.5,0,2024-02-27
U0201,P0084,4.0,0,2024-05-20
U0446,P0112,2.5,0,2024-05-23
U0450,P0141,4.0,0,2024-01-16
U0334,P0146,4.0,0,2024-02-18
U0307,P0178,4.0,1,2024-10-05
U0206,P0199,3.0,0,2024-09-27
U0500,P0164,4.0,0,2024-03-15
U0157,P0052,3.5,0,2024-11-08
U0339,P0034,3.0,0,2024-03-13
U0354,P0010,5.0,1,2024-12-10
U0008,P0131,4.5,1,2024-05-10
U0102,P0084,4.5,0,2024-12-26
U0338,P0049,2.5,0,2024-02-26
U0283,P0041,4.5,0,2024-02-26
U0376,P0199,3.0,0,2024-11-24
U0122,P0064,4.5,1,2024-10-05
U0251,P0009,4.0,0,2024-07-09
U0051,P0168,3.0,0,2024-11-06
U0109,P0242,4.0,1,2024-05-07
U0105,P0121,4.0,0,2024-12-30
U0364,P0190,3.5,0,2024-12-05
U0025,P0281,1.5,0,2024-01-11
U0320,P0155,4.0,0,2024-06-25
U0014,P0158,4.5,1,2024-11-20
U0389,P0119,2.5,0,2024-05-23
U0289,P0002,1.0,0,2024-12-11
U0186,P0058,5.0,0,2024-05-31
U0111,P0264,4.0,1,2024-10-09
U0074,P0206,5.0,1,2024-12-27
U0093,P0191,3.0,0,2024-08-12
U0369,P0198,5.0,1,2024-07-12
U0380,P0295,3.5,0,2024-07-05
U0214,P0227,4.0,0,2024-03-05
U0017,P0016,4.0,0,2024-09-10
U0477,P0229,4.0,0,2024-01-10
U0496,P0156,2.0,0,2024-06-06
U0037,P0242,2.0,0,2024-04-10
U0056,P0017,4.5,1,2024-04-01
U0279,P0168,3.5,1,2024-08-09
U0161,P0288,4.0,0,2024-08-29
U0090,P0067,4.0,0,2024-11-08
U0365,P0210,3.0,0,2024-09-25
U0186,P0277,3.5,0,2024-06-11
U0271,P0262,3.5,0,2024-12-18
U0288,P0225,2.0,0,2024-07-10
U0079,P0107,2.0,0,2024-09-27
U0390,P0242,3.5,0,2024-03-13
U0480,P0136,5.0,1,2024-03-18
U0348,P0025,3.5,0,2024-05-01
U0492,P0067,3.5,0,2024-12-14
U0196,P0299,2.5,0,2024-11-18
U0111,P0273,5.0,0,2024-03-29
U0146,P0251,4.0,0,2024-07-14
U0297,P0029,3.0,0,2024-05-17
U0102,P0099,3.5,1,2024-09-17
U0375,P0087,5.0,0,2024-01-23
U0048,P0016,3.5,1,2024-12-21
U0283,P0190,4.5,1,2024-12-30
U0090,P0280,4.0,0,2024-08-21
U0260,P0071,3.5,0,2024-01-10
U0329,P0156,4.0,0,2024-09-26
U0442,P0002,3.0,0,2024-06-03
U0165,P0299,3.0,0,2024-06-15
U0447,P0005,4.5,0,2024-11-01
U0366,P0074,3.0,0,2024-07-05
U0062,P0272,3.5,0,2024-07-16
U0205,P0068,5.0,1,2024-06-23
U0347,P0213,5.0,1,2024-10-14
U0226,P0138,4.0,1,2024-12-02
U0414,P0098,4.5,0,2024-02-28
U0476,P0099,5.0,0,2024-02-17
U0328,P0056,3.0,0,2024-03-29
U0449,P0091,4.5,0,2024-05-10
U0049,P0087,2.5,0,2024-03-01
