product_id,name,brand,category,price,style
P0212,Bottega Veneta Jewellery Item 212,Bottega Veneta,Jewellery,1527.0,Avant-Garde
P0213,Valentino Bags Item 213,Valentino,Bags,1649.0,Bohemian
P0214,Alexander McQueen Bags Item 214,Alexander McQueen,Bags,521.0,Avant-Garde
P0215,Jacquemus Shoes Item 215,Jacquemus,Shoes,2093.0,Contemporary
P0216,Maison Margiela Ready-to-Wear Item 216,Maison Margiela,Ready-to-Wear,1308.0,Bohemian
P0217,Alexander McQueen Jewellery Item 217,Alexander McQueen,Jewellery,1663.0,Classic
P0218,Alexander McQueen Bags Item 218,Alexander McQueen,Bags,3785.0,Minimalist
P0219,Off-White Bags Item 219,Off-White,Bags,4221.0,Contemporary
P0220,Loewe Jewellery Item 220,Loewe,Jewellery,982.0,Classic
P0221,Off-White Sneakers Item 221,Off-White,Sneakers,1789.0,Classic
P0222,Balenciaga Sneakers Item 222,Balenciaga,Sneakers,4192.0,Bohemian
P0223,Gucci Ready-to-Wear Item 223,Gucci,Ready-to-Wear,447.0,Streetwear
P0224,Valentino Shoes Item 224,Valentino,Shoes,579.0,Streetwear
P0225,Saint Laurent Bags Item 225,Saint Laurent,Bags,883.0,Contemporary
P0226,Gucci Shoes Item 226,Gucci,Shoes,2751.0,Streetwear
P0227,Maison Margiela Sneakers Item 227,Maison Margiela,Sneakers,830.0,Classic
P0228,Burberry Sneakers Item 228,Burberry,Sneakers,4362.0,Streetwear
P0229,The Row Accessories Item 229,The Row,Accessories,2110.0,Avant-Garde
P0230,Off-White Ready-to-Wear Item 230,Off-White,Ready-to-Wear,2347.0,Streetwear
P0231,Off-White Accessories Item 231,Off-White,Accessories,1246.0,Classic
P0232,Prada Accessories Item 232,Prada,Accessories,2215.0,Bohemian
P0233,Maison Margiela Accessories Item 233,Maison Margiela,Accessories,3039.0,Contemporary
P0234,Gucci Ready-to-Wear Item 234,Gucci,Ready-to-Wear,3425.0,Minimalist
P0235,Ami Paris Ready-to-Wear Item 235,Ami Paris,Ready-to-Wear,3437.0,Streetwear
P0236,Acne Studios Jewellery Item 236,Acne Studios,Jewellery,2676.0,Classic
P0237,Acne Studios Shoes Item 237,Acne Studios,Shoes,4087.0,Minimalist
P0238,Prada Shoes Item 238,Prada,Shoes,3711.0,Minimalist
P0239,Saint Laurent Jewellery Item 239,Saint Laurent,Jewellery,3450.0,Avant-Garde
P0240,Prada Jewellery Item 240,Prada,Jewellery,420.0,Minimalist
P0241,Gucci Sneakers Item 241,Gucci,Sneakers,210.0,Bohemian
P0242,Valentino Accessories Item 242,Valentino,Accessories,1098.0,Classic
P0243,Jacquemus Jewellery Item 243,Jacquemus,Jewellery,3046.0,Classic
P0244,Jacquemus Bags Item 244,Jacquemus,Bags,1956.0,Streetwear
P0245,Maison Margiela Shoes Item 245,Maison Margiela,Shoes,1918.0,Streetwear
P0246,The Row Jewellery Item 246,The Row,Jewellery,4001.0,Streetwear
P0247,Burberry Bags Item 247,Burberry,Bags,4049.0,Bohemian
P0248,Off-White Bags Item 248,Off-White,Bags,4108.0,Minimalist
P0249,Saint Laurent Bags Item 249,Saint Laurent,Bags,1536.0,Minimalist
P0250,Acne Studios Sneakers Item 250,Acne Studios,Sneakers,3165.0,Avant-Garde
P0251,Off-White Sneakers Item 251,Off-White,Sneakers,1353.0,Bohemian
P0252,Balenciaga Bags Item 252,Balenciaga,Bags,1003.0,Streetwear
P0253,The Row Sneakers Item 253,The Row,Sneakers,978.0,Contemporary
P0254,Burberry Accessories Item 254,Burberry,Accessories,1658.0,Avant-Garde
P0255,Loewe Bags Item 255,Loewe,Bags,2037.0,Contemporary
P0256,Acne Studios Accessories Item 256,Acne Studios,Accessories,3770.0,Minimalist
P0257,Ami Paris Accessories Item 257,Ami Paris,Accessories,698.0,Avant-Garde
P0258,Ami Paris Bags Item 258,Ami Paris,Bags,3355.0,Avant-Garde
P0259,Prada Shoes Item 259,Prada,Shoes,2476.0,Classic
P0260,Bottega Veneta Bags Item 260,Bottega Veneta,Bags,1424.0,Minimalist
P0261,Gucci Bags Item 261,Gucci,Bags,2309.0,Minimalist
P0262,Off-White Sneakers Item 262,Off-White,Sneakers,1476.0,Bohemian
P0263,Prada Bags Item 263,Prada,Bags,2755.0,Avant-Garde
P0264,Saint Laurent Shoes Item 264,Saint Laurent,Shoes,2054.0,Minimalist
P0265,Off-White Sneakers Item 265,Off-White,Sneakers,890.0,Avant-Garde
P0266,Loewe Ready-to-Wear Item 266,Loewe,Ready-to-Wear,684.0,Bohemian
P0267,Jacquemus Ready-to-Wear Item 267,Jacquemus,Ready-to-Wear,2542.0,Bohemian
P0268,Burberry Accessories Item 268,Burberry,Accessories,4078.0,Classic
P0269,The Row Accessories Item 269,The Row,Accessories,1666.0,Avant-Garde
P0270,Burberry Shoes Item 270,Burberry,Shoes,3347.0,Minimalist
P0271,Jacquemus Jewellery Item 271,Jacquemus,Jewellery,3025.0,Minimalist
P0272,Off-White Ready-to-Wear Item 272,Off-White,Ready-to-Wear,4204.0,Avant-Garde
P0273,Saint Laurent Accessories Item 273,Saint Laurent,Accessories,3727.0,Avant-Garde
P0274,Burberry Ready-to-Wear Item 274,Burberry,Ready-to-Wear,2628.0,Avant-Garde
P0275,Ami Paris Shoes Item 275,Ami Paris,Shoes,3018.0,Streetwear
P0276,Burberry Shoes Item 276,Burberry,Shoes,4061.0,Minimalist
P0277,Loewe Jewellery Item 277,Loewe,Jewellery,1906.0,Bohemian
P0278,Acne Studios Jewellery Item 278,Acne Studios,Jewellery,1592.0,Minimalist
P0279,Gucci Sneakers Item 279,Gucci,Sneakers,227.0,Streetwear
P0280,Saint Laurent Shoes Item 280,Saint Laurent,Shoes,3751.0,Avant-Garde
P0281,Saint Laurent Accessories Item 281,Saint Laurent,Accessories,3640.0,Classic
P0282,Valentino Ready-to-Wear Item 282,Valentino,Ready-to-Wear,631.0,Avant-Garde
P0283,Acne Studios Bags Item 283,Acne Studios,Bags,2672.0,Avant-Garde
P0284,Acne Studios Jewellery Item 284,Acne Studios,Jewellery,2184.0,Streetwear
P0285,Jacquemus Bags Item 285,Jacquemus,Bags,693.0,Minimalist
P0286,Valentino Accessories Item 286,Valentino,Accessories,4416.0,Avant-Garde
P0287,Ami Paris Jewellery Item 287,Ami Paris,Jewellery,1107.0,Minimalist
P0288,Jacquemus Bags Item 288,Jacquemus,Bags,470.0,Contemporary
P0289,Maison Margiela Accessories Item 289,Maison Margiela,Accessories,2750.0,Bohemian
P0290,Burberry Ready-to-Wear Item 290,Burberry,Ready-to-Wear,3372.0,Minimalist
P0291,Jacquemus Accessories Item 291,Jacquemus,Accessories,320.0,Classic
P0292,Bottega Veneta Sneakers Item 292,Bottega Veneta,Sneakers,3026.0,Bohemian
P0293,Valentino Jewellery Item 293,Valentino,Jewellery,2480.0,Classic
P0294,Burberry Shoes Item 294,Burberry,Shoes,626.0,Avant-Garde
P0295,Maison Margiela Ready-to-Wear Item 295,Maison Margiela,Ready-to-Wear,925.0,Bohemian
P0296,Alexander McQueen Bags Item 296,Alexander McQueen,Bags,2634.0,Minimalist
P0297,Balenciaga Jewellery Item 297,Balenciaga,Jewellery,1460.0,Bohemian
P0298,Balenciaga Shoes Item 298,Balenciaga,Shoes,4234.0,Avant-Garde
P0299,Saint Laurent Accessories Item 299,Saint Laurent,Accessories,3717.0,Streetwear
P0300,Bottega Veneta Shoes Item 300,Bottega Veneta,Shoes,4429.0,Classic
